time_s,altitude_ft,vertical_speed_fpm,ias_kt,pitch_deg,roll_deg,heading_deg,throttle_pct,afterburner_on,gear_down,flaps_deg,speedbrake_pct,weight_on_wheels,label
0.0,-1.5798917628890434,-458.4836613240995,167.61411582372003,3.4494460041128763,-0.4296520100205336,72.60046544147497,43.36209655441536,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.1,-3.108170633969375,-629.6464836911335,167.9534522510016,3.5607649664217,-0.6908571896465472,72.6250308145228,42.86850159938944,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.2,-4.728124181344711,-932.3538369838728,168.4012996628333,3.5017203960936656,0.11081001992014355,72.50492167602249,43.37873898329848,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.30000000000000004,-6.241660947808407,-943.8810058397381,168.48086781934919,3.483379037647118,-0.3922254121448282,72.3643045995455,43.73113895533822,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.4,-7.827575663168067,-931.3085278723324,168.56964124487018,3.8236932769070333,-0.08498438429957716,72.51617147862379,43.72987930459838,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.5,-9.384666820706373,-919.8412372503899,167.17720215213072,3.843179028802676,-0.5107179092973846,72.49403061669301,43.15071452268038,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.6000000000000001,-10.840867134060357,-899.4952955465378,167.67058376897234,3.5553179098348595,-0.4780225957631757,72.54741706648764,43.26554171128523,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.7000000000000001,-12.325052140900755,-867.3774387878866,168.54392826087076,3.950669891382981,-0.4337752275710882,72.06854462919546,43.50085405874298,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.8,-13.721554014645806,-876.9268868742016,168.43799551667135,3.7505624893561853,-0.29345335295137087,72.12855039470094,43.73799580436764,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
0.9,-15.225501568431365,-885.0646589419775,167.63166365380752,3.729776855514053,-0.5325118749267584,72.76575653136916,43.76400814541538,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.0,-16.750375435610643,-914.6827508753855,169.54926014470038,3.281603281359541,-0.38000213891534573,72.34215809774338,43.707265288384214,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.1,-18.294967769022733,-921.769472293554,168.47957082837183,3.7056586715563737,-0.3816157279516619,72.51540951238883,43.81177814523916,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.2000000000000002,-19.834348929899136,-903.300525172297,168.8012674793566,3.413631615051684,-0.15713386860430456,72.55099492077551,43.84368604674133,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.3,-21.266878061472127,-900.2444904851869,168.65196618380372,4.137765300856419,-0.14719921155773794,72.35374157109538,43.448882307803814,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.4000000000000001,-22.79619022144867,-894.528697046119,168.24612831310674,3.648892805139631,-0.6481612101561605,72.70141333799995,43.3560389267371,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.5,-24.30699241512973,-895.434813638606,168.023134575083,3.8323139878028316,-0.33358041297724567,72.43550794448333,43.72432072131432,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.6,-25.744052129665157,-885.4902323591632,167.40026823443037,3.6701644829109608,-0.22440051448681153,72.43663425809808,43.729247308987006,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.7000000000000002,-27.223641383244484,-863.8970958407839,166.64364375394993,3.2400363819242815,-0.1593846265407264,72.19195849175168,44.08467492171001,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.8,-28.62647789433365,-876.9509112842202,170.34749089968486,3.7938324280624696,-0.24971315901063001,72.45577903837744,43.39039369351542,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
1.9000000000000001,-30.128806686086257,-882.6820273068187,168.21533477536022,3.3826762292541566,-0.07885782842611344,72.3804921056452,43.377212384796735,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.0,-31.637051519778577,-898.8333413337408,169.09242445863072,4.0062695992290625,-0.2276316329606845,72.64066836400025,42.58415619700047,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.1,-33.120644601002354,-896.3690288848442,167.50212102320017,3.78763414016863,-0.38772630317133816,72.30124956350039,43.10956185623802,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.2,-34.61065183051048,-906.956022228666,168.5219904142663,3.24167705244361,-0.4638907718417936,72.47350319774398,42.8239559545082,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.3000000000000003,-36.17183163092191,-909.2221267806281,168.60188291421187,3.2048227899617605,-0.09116818327080067,72.17174169234488,43.513577873678756,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.4000000000000004,-37.666755234905494,-917.5646886811904,169.30367802175732,3.917504885548424,-0.19936262100926788,72.50150702945967,43.297039159091035,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.5,-39.19847527391643,-904.8785410677724,168.25948009899972,3.5583085592387227,-0.3192287688571057,72.54009235088427,42.86707087503143,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.6,-40.69622433626077,-898.7142707682964,169.54296974441618,3.6556618918754675,0.07542955113296373,72.3406121978199,43.638194143513,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.7,-42.160326588746976,-901.651006212478,169.49226401757315,3.6347348270675313,-0.2848672898433769,72.5478648807221,43.54820714295575,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.8000000000000003,-43.70673030497882,-909.7426279051816,167.95217156387028,3.6559414845262985,0.2455960485182016,72.60963392259004,43.46757921934723,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
2.9000000000000004,-45.24493747578668,-903.782978532459,167.46632151072532,3.7978567247950585,-0.49072940411635846,72.35978465616085,43.31607261309767,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.0,-46.67924148140927,-906.4859414358167,165.7822628170012,3.631308801600848,-0.09496712844356664,72.65274320178548,43.39623281635021,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.1,-48.2391600121579,-896.5929421627535,167.50888922339973,3.450129486161879,-0.39770999008737873,72.45187421653122,43.12100305214301,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.2,-49.727902186600446,-910.932155617354,166.76004177321062,3.612546510616592,-0.4465355537584996,72.57780278770099,43.17845999660786,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.3000000000000003,-51.23390225949604,-903.1660136888091,168.9484114110678,3.408903350001158,-0.2782362364307461,72.60874148666329,43.26080472692999,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.4000000000000004,-52.75499008060195,-888.1923857975394,167.75503158256356,3.5237754273085464,-0.5939384442968234,72.56660966840695,43.25933735234225,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.5,-54.16886411558814,-897.802807715921,169.84616347965292,3.7087325203548214,-0.364133411240091,72.51705267447056,43.22401961619586,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.6,-55.722916298075646,-891.0185716129077,168.58753270192452,3.7803904317336854,-0.41213095436873004,72.43574227681057,43.203710873891076,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.7,-57.21008293866649,-906.1939777234996,167.611032980743,3.5890463561556794,-0.03251026722513456,72.60100874058924,43.42996026936324,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.8000000000000003,-58.69983400420564,-906.3517143220921,170.4342838303281,3.785721667815733,-0.21889893006547817,72.59617660428694,43.04635743342105,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
3.9000000000000004,-60.254674869686106,-897.2446979692919,167.9387448652482,3.6390452910200857,-0.43851204721735515,72.46669594657521,43.391150116946655,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.0,-61.69630642851295,-910.8003431774678,168.65794170919386,3.5591738587516684,-0.6304764245893246,72.55461551396053,43.38637694625178,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.1000000000000005,-63.25383572009298,-909.6664305095643,167.73632095016615,3.4492641609781893,0.0583854919981463,72.5418493600913,43.334160149755206,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.2,-64.80300702223393,-906.29115804294,168.92834138065263,3.8139024154995993,-0.1683529115814666,72.5433472774697,43.49846579928554,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.3,-66.22776221872765,-894.707610521553,169.11795601618002,3.337102401315892,-0.3459475167712321,72.38318532622782,43.649018945968656,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.4,-67.72737377270074,-897.7857030155122,167.9196000647982,3.8313163179436787,-0.5146702436859067,72.58171167437393,43.541984060379114,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.5,-69.29193553731149,-909.2393065483776,168.0692762221469,3.5944297114463635,-0.25900001121237926,72.07982987174591,43.76841463315819,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.6000000000000005,-70.77395875146954,-918.8165936078603,168.67775868943718,3.5979576133204723,-0.5028869107202999,72.34015391166542,43.6976599374842,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.7,-72.32145674074005,-899.4963650726504,168.69719153874374,3.6377045438724123,-0.08681028528912113,72.86323640753642,43.641618523635344,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.800000000000001,-73.78941736267474,-913.5341810477199,168.7391782180925,3.479223335002812,-0.4392673101339195,72.45692762945248,43.244894797793776,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
4.9,-75.34162965670814,-919.8090390538651,169.51136261178956,3.5171695539083294,-0.3751477017227318,72.58408308765257,42.8675003363641,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.0,-76.92050193600937,-917.0701576353225,165.87412319180984,3.207290835312384,-0.1389379654482264,72.25491295417822,43.79555150592159,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.1000000000000005,-78.37476815085135,-898.9622446900199,168.15840557495912,3.8534102769550334,-0.7894113572664773,72.40323264408579,42.991497898676485,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.2,-79.83644088015824,-891.5031572952615,166.899292875961,3.6136304456732637,0.02180785317371353,72.25503887832593,43.270985495103936,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.300000000000001,-81.37801772248568,-897.251256686755,169.27269548397518,4.048986316848487,-0.2286614627291717,72.5677130763952,43.43170487133513,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.4,-82.86102443428513,-889.5398243638653,165.09542890996852,3.6760887309874075,-0.596969029930094,72.43388018322855,43.46665794370671,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.5,-84.28414000197756,-873.3497320793759,168.79000849821261,3.7855214325710067,-0.3670923060087741,72.57333429695467,43.86572100949357,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.6000000000000005,-85.74476638288256,-876.6323007674401,167.60170823310477,3.50047927119775,-0.4287076918090295,72.39012438443865,43.35773301167128,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.7,-87.24418593812233,-901.2232915271085,169.64779093691044,3.88896409247329,-0.2526369846166604,72.46468842669958,43.464818951464046,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.800000000000001,-88.7902564596131,-899.0668516755733,168.12320718124062,3.753097697181711,-0.624843855669883,72.57005618421357,43.78262959545852,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
5.9,-90.24010064126043,-890.1881634629689,167.89483512190498,3.8123958589241727,-0.4760470394797979,72.41365417092669,43.184387367807304,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.0,-91.69512675543717,-885.9349612994862,168.0189219957096,3.6971679750114834,-0.058298299761984806,72.51709377523616,43.656692767325346,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.1000000000000005,-93.21993126611054,-875.0877391533436,168.0103677550046,3.925574700987179,-0.06212736288647716,72.53502053787236,44.14244799420528,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.2,-94.61553933702714,-886.9827119465498,166.79110585740105,3.9287707333215325,0.15003471771706645,72.6637189189558,43.7887100792562,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.300000000000001,-96.13004031516992,-886.4070919741721,167.44613642504967,3.5121420321628225,-0.5921726185374214,72.5019979996938,43.11375028886096,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.4,-97.6519667259814,-896.1047988141104,168.85791283518427,3.7612319347964753,-0.723986742027632,72.58300870918464,43.54191470978962,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.5,-99.0960633310977,-900.85923219807,168.7632125309713,3.8934847391155527,-0.5700595433051715,72.53931193675118,43.53725193824676,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.6000000000000005,-100.63433647616027,-896.4517648311299,168.38111842579207,3.523505517669568,-0.25436261123628207,72.68801950955145,43.6410312812449,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.7,-102.13422555013705,-916.8811553993067,168.36726611691674,3.6152468828603936,0.11493638252065896,72.36252307626052,43.17541817508284,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.800000000000001,-103.68046910809423,-910.3197023198248,168.01504445025992,3.8316098208365634,-0.3053015145281436,72.2990663733874,43.684454138014964,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
6.9,-105.1859349877594,-921.3272912398055,169.20483017405172,3.7246787443422757,-0.6087787549034973,72.32123634814366,42.92211464057155,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
7.0,-106.74086200633607,-928.4916974317525,167.32744753103094,3.736910117299471,-0.5736919484952335,72.73637786777607,43.752274532453995,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
7.1000000000000005,-108.32292759525299,-930.9963449820799,169.0733467045334,3.654187897753376,-0.15966045911438634,72.62700331639644,43.52675327358715,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
7.2,-109.8409167126698,-926.0049790173383,168.01059172369122,3.5669498197960245,-0.3711289127040334,72.6703024179721,43.74147698585067,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
7.300000000000001,-111.37088690142276,-923.0654637387147,167.32151431970547,3.422374410091172,-0.5258146571838878,72.6974907417574,43.60065377115076,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
7.4,-112.93825491394657,-927.3269102827413,167.19801806991228,3.868751859287548,-0.3275452158818086,72.43235185388716,43.63553111814598,0.0,1.0,13.749827581741851,15.8349893390542,0.0,Landing
